13.532,13.173,13.276,13.379,13.601,14.245,12.909,13.99,13.24,13.875,13.463,13.849,12.651,13.902,13.237,13.619,13.939,13.915,13.033,13.414,13.614,13.382,14.024,13.344,13.653,13.826,13.774,14.096,12.978,13.257,12.296,13.042,13.431,13.825,13.649,12.928,13.639,13.312,14.32,13.348,13.635,13.779,13.954,13.588,13.819,13.899,13.439,13.206,13.763,13.08,13.594,14.238,13.303,14.29,14.046,14.438,13.685,13.393,14.219,13.148,13.732,14.018,13.984,13.073,12.194,13.706,14.048,13.577,13.341,13.489,13.622,13.34,13.073,12.972,13.772,12.625,13.478,13.666,13.029,13.916,13.302,13.049,13.812,13.812,13.682,14.089,13.946,13.751,12.769,13.477,14.103,13.39,13.596,13.173,13.162,13.992,13.529,12.624,14.224,13.855,13.423,13.451,13.5,13.465,13.193,12.843,13.189,12.806,13.228,13.861,13.544,12.892,13.424
13.328,13.844,13.689,13.152,14.061,14.047,13.426,13.73,13.254,14.343,13.976,13.27,12.694,13.924,13.68,13.731,13.903,13.104,13.656,12.091,13.049,12.352,14.382,13.616,14.256,14.041,13.499,12.786,14.321,13.278,11.927,14.153,13.56,13.481,13.563,12.937,13.81,13.83,13.439,13.714,12.428,13.3,13.406,13.853,11.766,13.292,13.263,13.443,13.787,13.151,13.297,13.7,14.123,13.369,14.263,13.599,13.579,13.928,12.795,13.182,13.8,13.496,13.186,11.474,14.04,13.243,13.586,13.853,11.394,12.97,13.891,13.499,10.856,13.801,13.874,13.96,13.28,12.713,13.71,12.276,13.23,13.886,13.192,13.483,13.36,13.754,13.301,13.961,14.066,13.259,13.35,12.984,12.524,13.944,13.82,13.979,13.352,13.347,13.848,12.886,13.462,13.658,13.142,13.002,13.251,13.541,13.176,13.819,13.312,14.465,13.444,12.659,13.65
12.89,12.986,12.762,13.608,12.086,11.166,12.416,12.224,13.381,12.425,13.158,12.978,13.314,10.999,12.933,13.552,12.128,12.631,12.696,12.786,12.967,12.909,12.529,13.178,12.46,12.544,13.563,10.697,13.269,12.701,13.318,12.793,12.383,13.332,12.256,13.225,13.119,11.964,12.112,12.04,13.391,12.647,12.528,12.964,12.616,12.536,12.812,12.771,13.408,13.226,12.457,13.054,12.46,12.448,12.812,13.08,12.93,12.412,12.777,11.67,12.656,12.383,11.369,13.364,12.472,12.719,10.788,12.264,13.647,12.632,12.82,12.661,12.369,12.714,12.526,12.137,11.71,12.666,12.55,10.703,12.783,13.395,12.279,12.32,12.545,12.476,12.968,12.462,12.908,13.515,12.042,12.32,12.657,13.345,11.951,11.492,13.56,12.551,12.624,11.146,12.061,13.214,12.36,13.278,13.23,12.018,12.07,12.426,12.761,13.077,12.437,13.187,11.983
12.592,12.978,12.288,12.598,13.112,11.93,12.819,12.678,11.177,13.873,12.08,13.281,13.252,12.673,12.93,12.956,12.821,12.809,12.884,12.486,12.62,11.392,12.818,12.255,12.68,12.08,12.832,13.213,12.414,12.367,12.83,12.679,12.595,12.234,12.899,11.451,12.693,12.6,13.09,12.805,12.173,12.945,12.078,12.517,13.015,12.963,12.311,12.026,12.441,12.197,12.759,12.896,13.175,12.111,12.583,13.278,12.227,12.352,11.85,13.217,13.075,11.881,12.731,11.651,11.454,11.58,12.626,12.94,11.934,12.47,12.886,12.534,12.497,12.408,12.466,12.162,13.369,13.06,12.402,12.922,12.18,12.417,12.094,12.569,13.427,12.632,12.515,12.184,12.081,13.364,13.198,12.57,11.597,12.063,12.865,12.674,12.507,12.704,12.936,11.911,12.825,12.507,11.524,11.957,12.725,12.161,11.77,12.825,12.57,12.804,12.535,11.741,11.845
12.692,12.485,12.673,11.75,12.222,12.586,12.449,12.584,11.004,12.895,11.691,12.794,12.42,12.441,12.258,12.027,12.686,12.047,12.494,12.813,9.4547,12.686,12.327,12.237,11.501,12.825,11.802,12.586,11.736,12.429,13.518,11.717,11.983,11.535,11.779,11.695,11.827,11.58,11.164,12.25,12.967,11.985,12.997,12.612,12.298,12.519,13.06,12.981,12.271,11.81,11.62,13.025,12.712,10.958,11.301,12.608,12.698,12.887,13.019,12.194,12.433,12.213,12.355,13.033,12.397,11.756,12.019,12.194,12.485,12.054,12.102,13.186,12.843,11.972,12.446,12.918,12.151,11.975,11.087,12.398,10.928,12.308,12.604,11.623,12.298,11.281,12.228,12.509,11.931,12.297,12.589,12.969,12.993,12.561,11.555,12.544,11.218,12.234,12.323,13.222,12.388,12.98,12.254,12.515,11.826,12.421,11.04,11.476,12,12.405,11.461,11.638,12.749
11.818,13.043,12.376,12.245,12.39,12.642,12.151,12.094,12.101,12.07,12.397,12.755,11.674,12.662,11.837,12.597,13.138,13.101,12.419,12.146,13.098,11.877,11.784,12.548,12.099,12.955,11.801,11.514,12.526,12.569,12.474,11.672,12.26,11.249,11.675,12.131,11.67,11.666,13.081,11.241,11.739,12.65,10.684,11.833,12.49,12.692,12.321,12.687,12.684,11.508,11.758,11.28,12.296,12.426,12.487,12.615,12.436,11.85,12.314,13.123,12.077,12.828,12.225,12.238,12.624,12.542,12.176,12.095,11.655,10.847,12.376,11.95,11.823,12.014,11.752,11.543,11.099,12.488,11.93,12.654,11.875,12.237,12.469,11.929,12.168,12.167,12.255,12.197,12.799,12.822,12.376,11.875,12.477,12.427,11.397,12.916,11.976,12.563,12.485,12.323,11.002,12.757,12.047,12.577,12.273,12.163,12.558,12.118,12.727,12.195,11.833,11.152,12.357
13.338,11.87,11.321,12.303,12.412,12.797,12.009,12.722,11.165,12.222,12.494,12.609,12.1,12.433,11.731,12.375,12.233,12.892,11.595,11.335,11.556,9.1667,9.8142,13.117,12.932,11.829,12.225,13.343,9.7116,12.848,12.22,10.347,12.195,12.055,12.78,12.458,12.833,12.474,12.357,12.204,11.362,11.335,12.296,12.308,12.834,12.914,11.679,12.681,12.606,12.146,12.26,12.816,12.436,11.95,12.064,12.399,12.456,11.814,11.794,12.258,11.699,12.379,11.662,11.522,11.472,11.985,12.552,12.714,11.388,12.59,11.969,12.165,11.819,12.054,12.656,11.697,12.176,13.168,12.459,11.678,11.576,12.49,12.374,12.673,12.61,12.927,12.122,11.904,11.742,12.75,12.424,12.551,12.315,12.972,12.213,11.961,13.106,12.03,12.363,13.302,11.852,11.212,12.503,10.547,12.912,12.338,12.662,12.226,12.152,11.845,12.264,12.575,10.577
12.919,11.627,12.471,12.303,12.079,12.919,13.223,12.884,12.014,13.014,11.696,12.658,12.594,12.126,12.158,12.365,12.337,12.062,11.047,12.023,11.195,10.802,9.2574,10.4,12.539,13.041,12.117,12.871,9.9056,12.399,13.1,10.928,12.517,11.294,12.734,12.573,11.973,13.581,11.289,12.955,11.844,11.99,12.183,11.866,12.154,11.062,11.932,12.395,12.429,12.457,12.458,11.479,13.355,12.642,12.61,12.757,12.488,10.528,12.183,11.972,12.786,13.013,12.621,11.688,12.076,12.295,12.319,12.204,11.65,12.005,12.899,12.413,11.643,12.039,12.425,12.935,12.317,12.497,11.896,12.859,11.601,11.762,12.167,12.51,12.165,12.1,12.378,12.404,11.533,11.649,12.011,13.044,11.87,12.087,13.003,12.835,12.305,11.531,12.17,11.917,12.788,12.105,11.637,10.972,12.122,12.699,12.443,12.156,11.21,12.605,12.108,11.568,11.583
12.602,11.32,11.861,11.949,11.968,12.66,12.098,12.514,11.953,11.179,12.345,12.147,12.103,11.281,12.182,11.892,11.964,12.211,11.6,12.497,11.899,12.238,11.561,12.265,11.551,11.795,12.335,12.157,12.094,11.534,12.235,11.945,11.251,12.449,11.708,11.772,12.884,13.016,12.164,11.192,13.405,11.298,12.74,12.003,11.193,12.274,12.739,12.169,13.14,10.925,12.347,11.692,12.099,12.12,12.13,12.603,11.077,12.926,12.041,12.31,12.742,12.336,10.611,12.335,13.098,11.942,11.974,11.862,12.399,10.092,11.731,11.736,13.291,12.27,11.347,12.2,11.947,12.445,11.529,12.256,12.226,11.877,12.523,12.096,10.915,12.357,12.431,11.101,12.983,11.743,12.594,11.991,12.049,12.177,11.458,12.607,11.675,11.934,10.889,11.492,11.485,11.929,12.366,12.886,11.79,12.035,11.972,11.841,11.908,10.999,12.626,11.762,11.803
11.719,12.606,11.15,12.409,12.599,13.086,11.985,12.234,11.532,12.316,11.958,12.081,11.794,12.544,12.381,12.16,12.794,12.197,12.679,11.867,11.723,11.557,11.95,12.462,11.609,11.694,12.152,12.945,10.671,13.231,12.164,12.616,12.206,12.166,12.524,11.78,12.451,12.095,11.415,11.07,11.408,12.262,12.335,12.037,12.756,12.148,11.951,12.262,12.433,11.833,11.939,12.9,12.574,11.144,11.803,12.68,12.348,12.343,11.804,11.827,12.68,10.998,10.961,12.284,6.6427,12.25,12.419,12.286,11.856,12.3,12.414,11.488,12.245,12.203,12.388,10.694,11.848,12.872,12.08,11.462,10.847,11.942,12.612,11.714,11.515,11.797,11.678,11.943,11.876,12.186,12.163,13.039,11.921,11.543,11.093,12.452,12.063,11.547,11.51,12.531,11.054,12.563,12.699,12.366,12.692,11.624,12.019,11.853,12.681,12.051,11.656,12.001,11.034
